dieter  liesen;d.  maor
p. m. gram;kenneth b. butterfield
vernon w. hughes;t. j. gay
zikri  altun;steven l. carter
l. d. doverspike;r. l. champion
giuseppe  chidichimo;zvi  yaniv
tomoharu  kohno;hiroyasu  utiyama
gerald l. jones;k. d. luks
terry a. miller;richard r. freeman
a.  luks̆;concita  sibilia
m.  glass-maujean;l.  wolniewicz
p.  lebrun;laszlo  palffy
william p. spencer;claude  fabre
william l. rowan;t. l. pittman
p. d. dumont;y.  baudinet-robinet
gerald  badurek;johann  summhammer
a.  bagheri;f.  entezami
r.  regall;j. s. forster
s. a. cruz;c.  vargas-aburto
p.  venkataramaiah;h.  sanjeeviah
d. j. brisbin;r. j. dehoff
h. d. sato;yukikazu  itikawa
m.  terasawa;patrick  richard
stephan w. koch;rashmi c. desai
d.  lamey;j. m. viner
h.  berg;e.  huttel
c.  camhy-val;s.  von goeler
zvi  yaniv;j. william doane
yasuji e. sawada;masaki  sano
david f. measday;martin  salomon
jian min yuan;mingwhei  tung
s. m. green;t. g. heil
daniel  kleppner;claude  fabre
c. r. bingham;h. k. carter
m.  daskhan;carlos  falcon
edward  pollack;j. e. stevens
a.  filevich;harvey e. wegner
alexandre m. santos;josé gómez ordóñez
p. y. lu;joel i. gersten
d. k. ghosh;benoy  talukdar
n. b. abraham;n. j. halas
s.  varró;fritz  ehlotzky
j. e. willis;j. richard mowat
richard c. mowrey;clyde w. mccurdy
j.  kimman;p.  kruit
paul l. devries;michael  hutchinson
a. n. ryabtsev;l. i. podobedova
brad lee holian;james d. johnson
marianne  breinig;leif  liljeby
josé maría sancho;james d. gunton
m. m. gombert;y.  furutani
hanspeter  helm;rolf  möller
hans  mark;mau hsiung chen
jan r. rubbmark;claude  fabre
michel  gross;philippe  goy
g.  petersen;h. e. schiøtt
krzysztof  wódkiewicz;werner  vogel
k. p. kirby;t. g. heil
j. y. gao;lorenzo m. narducci
d. c. gregory;r.  camilloni
e. w. laedke;s.  bujarbarua
james d. cresser;pierre  meystre
benjamin  lax;h. m. rosenbluh
d. h. crandall;r. aaron falk
k. a. aniol;j. m. stadlbauer
j. l. flinner;c. a. pearson
m.  dieulin;a.  el himdy
jürgen  bosse;c.  wetzel
j. d. cogan;d. l. ziegler
r. l. graham;axel  schenzle
masahiro  kimura;norio  kobayashi
steven  hancock;f.  james
c. s. ih;n. s. kopeika
dezsö  horváth;b. c. robertson
george  basbas;werner  brandt
boël  denne;szymon  suckewer
boël  denne;j. o. ekberg
donald r. beck;allen r. slaughter
e. n. tsyganov;a. s. kanofsky
r. c. cauble;hans r. griem
c.  vaucamps;p.  joubert
l. wilmer anderson;jack t. cusma
d.  otero;and n. proto
peter d. drummond;shoukry s. hassan
j. f. sellschop;m. c. stemmet
m. favre dominguez;e.  kahan
s.  waldenstrøm;k. razi naqvi
walter m. gibson;g. o. williams
john j. toner;gene f. mazenko
w. h. steeb;a.  kunick
h.  damsgaard;preben  hvelplund
gordon h. dunn;ronald w. henry
robert w. clark;j. l. davis
ricardo j. horowicz;n. v. de castro faria
alfred  maquet;e.  arnous
sow hsin chen;d.  gwinn
robert m. nicklow;josé  teixeira
m. n. uddin;t. s. stein
k.  tokuda;k.  sera
keith  burnett;michael g. raymer
k. t. cheng;pranawa c. deshmukh
wolfgang  domcke;hernán  estrada
steven h. overbury;roman  laubert
l.  schellenberg;m.  boschung
yehiam  prior;ella  yarkoni
ravinder  kachru;william e. cooke
m. j. gaillard;a. g. de pinho
chris h. greene;u.  fano
h.  suemitsu;james r. samson
m. salim banna;allen r. slaughter
m.  kamitokusari;kohtaroh  miura
bruce j. zabransky;d. h. schneider
t.  miyoshi;takeshi  ishihara
tilmann d. märk;hanspeter  helm
r. p. sharma;mahendra singh sodha
martine  le berre;elisabeth  ressayre
james a. slevin;s.  watkin
steven  hancock;l.  vanrossum
ph.  durand;j. p. daudey
j. m. stadlbauer;david f. measday
k. r. hoffman;w. e. kauppila
a.  glick;s.  fast
hans  kleinpoppen;s. m. khalid
s.  varró;jános a. bergou
c. h. volk;j. c. camparo
t. e. toohig;b. l. chrisman
j. s. peng;giuseppe  compagno
s.  von goeler;f.  bely-dubau
da chun  su;zhang  lai-shun
annie  chetioui;jean pierre briand
tsuneo  hashi;masakazu  kunitomo
elisabeth  ressayre;andrée  tallet
david a. clark;m. a. yates
m.  hugon;p. r. fournier
h.  egger;t. m. srinivasan
Álvaro a. caparica;oscar  hipólito
john c. cooper;john w. cooper
y.  claude;michael s. feld
m. w. derstine;frederic a. hopf
h.  tootoonchi;j. c. pratt
j. f. sellschop;w.  kündig
a.  mattheus;u.  hefter
lars  engström;j. o. ekberg
m.  boschung;l.  schellenberg
v. p. kaftandjian;y.  botzanowski
carl  rau;carlos f. bunge
l. w. downes;w. e. wells
g. a. glass;s.  huldt
s. pape møller;h. e. schiøtt
s.  liberman;eliane  luc-koenig
joseph l. katz;f. c. wen
stéphane  zaleski;paul  manneville
david a. micha;rubén d. piacentini
h. e. schiøtt;g.  melchart
john w. goodby;charles  rosenblatt
joshua  felsteiner;y.  ben-aryeh
lloyd l. chase;andré  mysyrowicz
h. j. carmichael;peter d. drummond
werner  känzig;j. h. bilgram
mahmoud a. hasan;richard a. carrigan
bidhan c. saha;ian e. mccarthy
shuzo  hattori;k.  hane
c.  levinson;jiang  zhan-kui
joel l. lebowitz;carlos a. iglesias
john j. wright;ludwig c. balling
p.  siffert;j. s. forster
v. c. sutcliffe;p. j. martin
patrick  richard;joal  newcomb
ivan a. sellin;s. b. elston
g.  goldring;a.  filevich
mike c. andrews;f. d. mcdaniel
o.  novaro;paul s. bagus
wolfgang  meckbach;p. j. focke
c. e. van eijk;w.  lourens
m. l. al-ghazi;j. c. mckee
c. j. david lin;d. c. gregory
hiroshi  fukui;m.  kamitokusari
g. a. glass;m.  suter
c. a. pearson;s.  fast
pierre  meystre;wolfgang p. schleich
h. gordon berry;eric h. pinnington
j. warren stearns;j. a. tanis
richard a. carrigan;mahmoud a. hasan
c. r. sun;g. o. williams
k.  dressler;m.  glass-maujean
h.  ishizuka;k.  kamada
claudine  goldbach;gérard  nollez
c. w. nestor;oakley h. crawford
b. w. west;james s. cohen
albert  henins;p. l. cowan
v. c. sutcliffe;t. j. kvale
karmeshu;r. k. pathria
b.  dubreuil;alain  catherinot
j. m. römer;j.  meissburger
c. a. pearson;d.  wickelgren
erling  veje;g.  astner
claire  bauche-arnoult;j. f. wyart
geoff c. aers;françois  perrot
marco  zoppi;fabrizio  barocchi
t. h. jeys;k. a. smith
w. r. newell;ara  chutjian
marcel  ausloos;jacek m. kowalski
michael martin nieto;vincent p. gutschick
k. s. srivastava;r. s. nayal
j. m. woolsey;g.  vassilev
neal f. lane;j. k. o'connell
david g. ellis;p. s. ramanujam
hiroki  nakamura;yukikazu  itikawa
eduardo a. castro;francisco m. fernández
h. u. rahman;g.  murtaza
s. a. martin;j. l. tain
k. t. lu;a. p. rau
h.  berg;h.  baumgart
patrick  richard;c. j. david lin
h. e. schiøtt;h.  madsbøll
r. a. phaneuf;d. c. gregory
m.  cargnelli;c. a. petitjean
j.  zmeskal;c. a. petitjean
arun kumar srivastava;k. s. srivastava
f. p. mattar;michael s. feld
jacques  boulmer;john  weiner
klaas  bergmann;w. f. müller
ulf  litzén;lars  engström
haruo  honjo;shonosuke  ohta
c. e. burkhardt;ennio  arimondo
m. m. schauer;ivan a. sellin
a. refik kortan;benjamin m. ocko
j. y. gao;lawrence s. schulman
takeshi  oka;ennio  arimondo
a. g. klein;michael a. horne
f. t. hioe;joseph h. eberly
alfred z. msezane;r.  camilloni
george l. johnston;wayne a. mcmullin
andrew u. hazi;ann e. orel
h. m. rosenbluh;benjamin  lax
bernard r. zegarski;r.  panock
r. r. goruganthu;russell a. bonham
m.  tachikawa;nobuhiro  kuwahara
u.  kischko;johann  summhammer
dimitri d. vvedensky;t. s. chang
j.  meissburger;w.  oelert
j. s. helman;carlos f. bunge
k.  aashamar;robert  anholt
p. c. marin;dino  leporini
daniel f. walls;h. j. carmichael
franco  wanderlingh;giancarlo  baldini
m.  rogge;j. l. tain
jacques  bauche;j. f. wyart
james e. lawler;d. k. doughty
j. t. larsen;n. m. ceglio
hyatt m. gibbs;m.  cormier
g.  brincourt;j. m. andré
nobuo  oda;a.  yasaka
j.  campos;m. g. borge
s. b. elston;steven h. overbury
r. f. stebbings;c.  higgs
john e. rice;kim  molvig
j.  witt;w. f. müller
lorenzo j. curtis;constantine e. theodosiou
m.  lieber;jörg m. eichler
william p. spencer;theodore w. ducas
per m. siegbahn;björn o. roos
norio  kobayashi;seishi  takagi
laszlo  palffy;p.  lebrun
james s. cohen;willard r. wadt
g. barry hillard;kevin  king
c. j. david lin;brant m. johnson
j. javier brey;alexandre m. santos
g.  zalczer;yves  garrabos
h.  arend;j.  slak
tom j. gray;joal  newcomb
gerald l. jones;k. a. green
kohji  ohbayashi;tomoharu  kohno
e.  uggerhøj;p.  siffert
jean paul  zimmermann;pierre  plomdeur
w.  scholz;a.  leiberich
a.  bourgou;p.  calmettes
erich  runge;eberhard u. gross
isaac  goldhirsch;david m. ronis
l. j. yu;benjamin m. ocko
paul  indelicato;jean pierre briand
hajime  tanaka;t. k. lim
claude  fabre;theodore w. ducas
kenneth b. butterfield;h.  tootoonchi
c.  jupén;boël  denne
d. c. gregory;p. f. dittner
a.  maruani;f.  bonnouvrier
yves  garrabos;daniel a. beysens
p. k. malhotra;r. p. sharma
v. c. sutcliffe;jerry l. peacher
alessandro  lami;naseem k. rahman
anton  zeilinger;clifford g. shull
matti  hotokka;seppo  aksela
concita  sibilia;jan  peřina
hans jürgen korsch;helmut  laurent
claude  manus;anne  l'huillier
e.  meroz;claire  bauche-arnoult
c. j. lee;i. b. goldberg
g. a. berg;m.  rogge
james r. roberts;tsu jye a. nee
w.  lindinger;h.  villinger
d. c. gregory;joal  newcomb
s. t. chen;robert m. nicklow
m. k. srivastava;awadh n. tripathi
i. jong kim;a. b. watson
alex  dalgarno;g. a. shields
t. j. kvale;e.  rille
richard a. holt;a. g. adam
e. v. alonso;raúl a. baragiola
k.  okuno;masahiro  kimura
j. william doane;zvi  yaniv
charles r. vane;richard  marrus
a. anil kumar;peter l. lee
werner  brandt;george  basbas
david k. brice;c.  vargas-aburto
w. b. clodius;robert m. stehman
madhumita barua basu;p. s. mazumdar
mihai  gavrila;david j. botto
i. c. khoo;r.  normandin
y.  furutani;claude  deutsch
paul d. kleiber;michael g. raymer
u.  asaf;r.  reininger
robert a. eades;david a. dixon
lloyd  armstrong;s.  lakdawala
marvin h. mittleman;predrag s. krstic
eugene j. mcguire;james m. peek
h. b. singh;arno  holz
heikki i. helava;john e. rice
e.  adamides;cleanthes a. nicolaides
j. c. poizat;r.  saoudi
m. k. sharma;s. p. khare
steven trent manson;john h. miller
thomas a. green;james m. peek
thomas g. winter;c. j. david lin
r. s. srivastava;d. k. rai
joal  newcomb;kingsley w. jones
g. d. fletcher;m. j. alguard
w.  glaser;d.  litchinsky
sheldon  datz;roman  laubert
s.  uchiyama;t.  tonuma
d. w. wang;r. a. kenefick
william g. hoover;anthony c. ladd
c.  desai;farid f. abraham
david j. bergman;kazumi  maki
larry r. hunter;l. ph. roesch
k. w. hill;f.  bely-dubau
e.  rille;p. j. martin
devarajan  thirumalai;grażyna  staszewska
dipak h. oza;n.  abu-salbi
hiroshi  kumagai;t.  tonuma
j  f. delpech;wolfgang  sandner
krzysztof  wódkiewicz;jason c. gallas
tadeusz  orlikowski;john e. straub
j. p. huennekens;a. c. gallagher
allan n. kaufman;richard g. spencer
a. h. paxton;peter w. milonni
arthur  rosenberg;y.  ben-aryeh
paul m. radmore;peter l. knight
h. j. carmichael;robert r. snapp
s. c. mukherjee;n. c. sil
n. c. sil;c. r. mandal
paul b. mackenzie;k. h. streng
denis j. evans;h. m. hanley
r. p. saxena;p. k. srivastava
t. g. heil;christopher  bottcher
m. c. stemmet;h.  appel
christopher  bottcher;s.  bienstock
p.  clippe;marcel  ausloos
m. s. wang;r. h. pratt
daniel  van labeke;jean marie vigoureux
k. h. jackson;richard n. zare
b.  kamke;a. c. gallagher
christopher  bottcher;donald c. griffin
maynard a. brandt;donald g. truhlar
bernardo a. huberman;m. y. choi
s. a. clough;r. h. tipping
g. a. berg;w.  hürlimann
p.  böni;werner  känzig
d.  dowek;d.  dhuicq
david m. ronis;isaac  goldhirsch
galen k. straub;brad lee holian
l. wilmer anderson;r. e. miers
laurance d. jacobs;d.  girard
ali h. nayfeh;munir h. nayfeh
b. s. sharma;g. s. singh
h.  grebel;shmuel  shtrikman
d.  dhuicq;m.  barat
j. c. pratt;winthrop w. smith
a.  gleizes;a.  bordenave-montesquieu
mei li  shih;harold w. galbraith
a. r. plastino;george allen baker
r. j. dehoff;d. j. brisbin
m. n. uddin;ch. k. kwan
otto j. eder;thomas  lackner
gabriel  hose;howard s. taylor
f.  gasser;m. dal cappello
e. a. watson;y.  claude
v. c. sutcliffe;e.  rille
t.  othman;a.  gharbi
paul d. kleiber;john w. cooper
lars  engström;boël  denne
p. j. sheng;kean  feng
wolfgang  sandner;f.  gounand
john w. cooper;e. b. saloman
joseph  callaway;dipak h. oza
david linton johnson;r.  biggers
h. e. schiøtt;g.  petersen
s. d. berry;g. d. alton
john t. ho;charles  rosenblatt
j. b. donahue;m. e. hamm
a.  leiberich;angela  li-scholz
john  weiner;p.  polak-dingels
nobuhiro  kuwahara;takuji  nomura
alexander  stamatovic;k.  stephan
keizo  ishii;s. m. morita
a.  sternberg;g. a. shields
shoukry s. hassan;peter d. drummond
brad lee holian;duane c. wallace
i. s. shahin;munir h. nayfeh
werner  kutzelnigg;holger  wallmeier
e.  leutheusser;jürgen  bosse
martin e. huber;l.  jahreiss
michael a. horne;geoffrey i. opat
p.  muralt;h.  arend
magnus  rittby;c. h. obcemea
kevin  king;munir h. nayfeh
c.  garban-labaune;m.  weinfeld
donald c. griffin;christopher  bottcher
takeshi  mukoyama;lászló  sarkadi
y.  laichter;p.  armbruster
b. b. deo;a. c. naik
tomio y. petrosky;linda e. reichl
g. o. williams;mahmoud a. hasan
c. a. pearson;l.  oolman
a. s. ghosh;p. s. mazumdar
a. eugene livingston;j. e. hardis
rhama  venkataraman;jitendra c. parikh
h.  arend;raymond  kind
shunsuke  ohtani;seishi  takagi
steven j. smith;y. f. hsieh
john c. cooper;michael g. raymer
a.  glick;d.  wickelgren
joal  newcomb;patrick  richard
michael g. raymer;c. v. kunasz
arlen r. zander;r.  mehta
toshiki  tajima;ferdinand v. coroniti
n.  abu-salbi;dipak h. oza
j.  virmont;e.  fabre
steven  hancock;j.  movchet
mark h. phillips;r. e. miers
i. j. feng;h. k. tseng
walter r. johnson;pranawa c. deshmukh
fred w. meyer;ignacio  alvarez
h.  madsbøll;r.  regall
r. l. watson;oswald  benka
h.  damsgaard;harold k. haugen
pratibha  gupta;arun kumar srivastava
f.  bely-dubau;l.  steenman-clark
j. richard mowat;j. a. tanis
wolfgang  fritsch;thomas g. winter
g.  trollmann;friedhelm  bell
r. d. birkhoff;h. h. hubbell
r. t. tsugawa;g. h. smith
c.  camhy-val;paul  faucher
bernard  pouligny;jean rené lalanne
m.  schädel;hans  geissel
h.  schmidt-böcking;r. h. schuch
j.  pascale;mineo  kimura
r.  helbing;a.  van wijngaarden
r. h. pratt;lynn d. kissel
dezsö  horváth;martin  salomon
albert c. parr;j. l. dehmer
barbara l. whitten;neal f. lane
john w. goodby;c. c. huang
karol  jankowski;a.  rutkowski
william h. parkinson;b. carol johnson
giorgio  comparin;italo  guarneri
j. o. ekberg;a. g. trigueiros
axel  schenzle;helmut r. brand
i. jong kim;b. l. chrisman
thomas f. george;michael  hutchinson
alexandre m. santos;luis f. rull
robert j. birgeneau;l. j. yu
a. c. gallagher;j. p. huennekens
johannes  andriessen;t. p. das
keith  burnett;john c. cooper
b.  styczen;itsuo  katayama
gary d. doolen;w. l. slattery
c.  higgs;k. a. smith
lewis s. klein;v. p. kaftandjian
e. n. tsyganov;t. e. toohig
albert c. parr;scott  wallace
theodore w. ducas;william p. spencer
dennis w. lindle;c. m. truesdale
y.  claude;m.  cormier
h.  arai;s. m. morita
c.  tavard;a.  lahmam-bennani
h. e. schiøtt;r.  regall
howard c. bryant;j. c. pratt
harvey  segur;franco  vivaldi
christopher  bottcher;michael s. pindzola
s. m. bentzen;t.  andersen
p. m. gram;howard c. bryant
j.  zmeskal;h. g. mahler
l. w. downes;r. a. tilton
guntram  schröder;axel  schenzle
jörg m. eichler;m. b. gaspar
masahiro  kimura;yoshio  kaneko
h. s. kwong;b. carol johnson
jacques  dubau;f.  bely-dubau
wolfgang p. schleich;james d. cresser
william a. chupka;david  spence
john j. kozak;k. d. luks
claire ellen max;m.  weinfeld
mingwhei  tung;da hsuan feng
toshihiro  iwai;norio  kobayashi
charles  rosenblatt;s. sunil kumar
c.  vaucamps;j. p. chabrat
t. s. ho;m.  lieber
h.  madsbøll;p. r. jensen
t.  törring;wolfgang e. ernst
frederic a. hopf;m. w. derstine
g. h. smith;evelyn m. fearon
eugen  holzschuh;m. c. stemmet
harvey a. gould;richard  marrus
james j. griffin;maria  dworzecka
maciej  lewenstein;fritz  haake
mahmoud a. hasan;e. n. tsyganov
p. anantha lakshmi;girish s. agarwal
lloyd  armstrong;d.  frye
d.  girard;w.  schwitz
thomas f. gallagher;p. l. pillet
nobuhiro  kuwahara;y.  kenmochi
william b. colson;roger a. freedman
l. r. pendrill;kay  niemax
robert h. clark;lee a. collins
david w. schwenke;grażyna  staszewska
r. j. key;r. d. mathews
h. k. carter;david j. pegg
d. j. brisbin;david linton johnson
david m. villeneuve;g. d. enright
j. m. woolsey;s.  watkin
david  stoler;bahaa a. saleh
g. a. wurden;keith l. wong
seishi  takagi;a.  matsumoto
mohan  lal;awadh n. tripathi
f.  bely-dubau;jacques  dubau
j. y. hou;v. y. so
girish s. agarwal;r.  saxena
m. suhail zubairy;wilhelm  becker
s.  von goeler;c.  camhy-val
s. g. tagare;h. u. rahman
marnix j. van der wiel;p.  kruit
j. d. cogan;j. h. newman
j. a. vallés-abarca;alberto  gras-marti
achintya k. ganguly;henry p. freund
y.  ben-aryeh;joshua  felsteiner
ramakrishna  gowda;t. k. umesh
bruce j. zabransky;elliot p. kanter
roman  laubert;charles r. vane
ganesh  bhatt;david a. owen
pierre  meystre;william h. louisell
d.  rutkowska;karol  jankowski
justin m. sanders;r. l. watson
a. e. wetmore;g. a. kohring
peter a. schulz;roy d. mead
c.  desai;stephan w. koch
james d. gunton;josé maría sancho
h.  arai;a.  yamadera
lars  engström;c.  jupén
k.  hane;terutaka  goto
v. s. kushawaha;maria  allegrini
j. d. litster;m.  meichle
carl o. weiss;a.  olafsson
s.  watkin;g.  vassilev
alan j. mckane;tom c. lubensky
d. g. seely;e.  redd
r. stephen berry;ring ling  chien
f.  schlögl;r. stephen berry
tetsuhiko  takahashi;shinzou  kubota
n. a. ebrahim;chan  joshi
reinhard  schinke;p. l. jones
m. e. hamm;j. c. pratt
w. e. wells;r. a. tilton
jan v. sengers;richard a. ferrell
j. m. anthony;w. a. lanford
m. ya. amusia;l. v. chernysheva
dan  dill;scott  wallace
j. e. hardis;a. eugene livingston
h.  egger;charles k. rhodes
r.  fabbro;m.  weinfeld
michael  berman;lorenz s. cederbaum
kazumi  maki;eshel  ben-jacob
paul  brumer;i. p. hamilton
j. a. tanis;robert v. pyle
maciej  lewenstein;joseph w. haus
b. c. robertson;f.  entezami
g. a. ruff;thomas f. gallagher
tassos  bountis;harvey  segur
william j. nellis;francis h. ree
d.  girard-vernhet;annie  chetioui
j. norman bardsley;annick  giusti-suzor
c. s. sharma;r. k. thomas
john w. farley;nancy d. piltch
david a. dixon;maynard a. brandt
j.  zmeskal;w. h. breunlich
werner  groh;rido  mann
v.  peřinova;mario  bertolotti
reuben  shuker;y.  yerachmiel
j. a. guest;richard n. zare
munir h. nayfeh;wallace l. glab
claude  fabre;michel  gross
g. a. berg;g.  gaul
a.  hashizume;tadayoshi  doke
w.  götze;e.  leutheusser
guy  oliver;cherif  bendjaballah
phillip  sprangle;r. s. schneider
indrek  martinson;erling  veje
gene f. mazenko;sriram  ramaswamy
j. f. nicoll;dimitri d. vvedensky
n.  venkatalaxmi;shridhar r. gadre
b. l. chrisman;donald harvey stork
padma kant shukla;man  mohan
juan f. lam;ross a. mcfarlane
carlos f. bunge;carl  rau
m. g. haines;t. h. kho
wayne a. mcmullin;g.  bekefi
c. g. back;h. q. porter
giovanni  fiorentini;raffaele  tripiccione
jan r. rubbmark;daniel  kleppner
leon f. landovitz;alfred m. levine
j. norman bardsley;c.  derkits
constantine e. theodosiou;p. s. ramanujam
klaus h. berkner;w. g. graham
a. p. kazantsev;janos  bergou
jorge e. miraglia;c. r. garibotti
yasuji e. sawada;makoto  suzuki
edward j. shipsey;j. c. browne
m.  van thiel;william j. nellis
h.  hemmati;g. j. collins
l. p. benofy;manuel  de llano
mingwhei  tung;lorenzo m. narducci
a.  luks̆;jan  peřina
keizo  ishii;a.  yamadera
w. m. schreiber;a. n. weiszmann
louis j. dubé;mohamed assad abdel-raouf
guy  vitrant;serge  haroche
klaas  bergmann;a.  mattheus
j. leo van hemmen;kazimierz  rza̧żewski
ennio  arimondo;j. j. leventhal
f. p. mattar;m.  cormier
a.  glick;fred w. inman
k. a. aniol;b. c. robertson
j. m. wadehra;robin  shakeshaft
s. m. morita;h.  arai
i. c. khoo;j. y. hou
yohko  awaya;koichi  izumo
robert a. pelcovits;g.  grinstein
john s. tse;d. j. bristow
k. r. hoffman;y. f. hsieh
sung ho suck;r. w. emmons
s.  tsurubuchi;norio  kobayashi
takeshi  ishihara;akio  tsuji
w.  rösner;günter  wunner
zhang  lai-shun;da chun  su
k. d. luks;k. a. green
d. h. schneider;bruce j. zabransky
brant m. johnson;philip l. pepmiller
david b. boercker;forrest j. rogers
h. k. carter;j. d. cole
winthrop w. smith;howard c. bryant
eliane  luc-koenig;claire  bauche-arnoult
richard a. ferrell;e. a. clerke
a. g. trigueiros;lars  engström
s.  bujarbarua;karl h. spatschek
r.  bena;i.  cuculescu
gunnar  olsson;arne  rosén
victor  pol;m. s. dababneh
howard c. bryant;m. e. hamm
a.  calles;r. m. méndez-moreno
arnold  russek;ignacio  alvarez
david l. mcfadden;gerald j. diebold
arie  zigler;p.  mandelbaum
kingsley w. jones;c. j. david lin
e.  fabre;claire ellen max
jean pierre briand;annie  chetioui
kevin  king;i. s. shahin
thomas f. george;dilip k. bhattacharyya
r.  saoudi;j.  remillieux
s. d. berry;ivan a. sellin
peter f. meier;j. f. sellschop
u.  hefter;klaas  bergmann
c. a. frost;h.  sharifian
p.  muralt;j.  slak
s. w. jensen;gy.  csanak
david f. measday;j. m. stadlbauer
noel a. clark;richard c. mockler
r. f. stebbings;f. b. dunning
william l. rowan;victor  kaufman
w. h. bertl;j.  zmeskal
charles r. vane;m. m. schauer
e.  rille;d. m. blankenship
hiroyuki  ikezi;j. s. degrassie
u.  kischko;anton  zeilinger
erling  veje;henn  oona
e. a. clerke;jayanta k. bhattacharjee
m.  prost;d. h. schneider
arlen r. zander;f. d. mcdaniel
r.  mehta;p. m. kocur
d. f. muller;m.  rothschild
t. c. wong;lawrence b. mendelsohn
j. d. cogan;r. f. stebbings
josep enric llebot;david  jou
charles d. boley;j. p. chabrat
munir h. nayfeh;i. s. shahin
richard d. deslattes;ernest g. kessler
j. b. suck;w.  glaser
vernon w. hughes;g. d. fletcher
a.  filevich;peter  thieberger
m.  terasawa;james m. hall
leah  gitter;shalom  eliezer
william c. schieve;robert r. snapp
j. f. wyart;jacques  bauche
w.  schwitz;o.  renner
moira l. steyn-ross;c. w. gardiner
v.  saile;r.  reininger
v.  peřinova;concita  sibilia
charles r. vane;s.  huldt
edward  gelerinter;mary e. neubert
j.  sohma;hiroshi  fukui
j. k. o'connell;neal f. lane
b.  shirinzadeh;charles c. wang
t. v. goffe;l. h. toburen
h. f. wellenstein;m. dal cappello
richard  marrus;harvey a. gould
r. a. phaneuf;d. s. belic
biswajit  chakraborty;b.  bhattacharyya
e. a. watson;hyatt m. gibbs
n.  aoyama;nobuhiro  kuwahara
r. l. graham;j. a. domaradzki
kingsley w. jones;joal  newcomb
j.  virmont;f.  amiranoff
david  jou;carlos  pérez-garcía
girish s. agarwal;c. v. kunasz
piotr  froelich;magnus  rittby
kjell j. mork;k. razi naqvi
a. s. ghosh;priti  khan
m. dominguez lerma;david s. cannell
giancarlo  baldini;franco  wanderlingh
david w. mclaughlin;edward a. overman
john s. dahler;svend erik nielsen
l.  letamendia;e.  leutheusser
walter m. gibson;donald harvey stork
rufus h. ritchie;c. c. sung
ryszard  tanaś;x. y. huang
d.  otero;a. r. plastino
p. e. cladis;helmut r. brand
charles k. rhodes;h.  egger
p. r. jensen;j. f. bak
james a. slevin;g.  vassilev
helge  knudsen;harold k. haugen
h. j. yuh;p. j. dagdigian
lewis s. klein;bernard  talin
tan  takahashi;s.  uchiyama
m. p. slusher;k. a. smith
j. d. cole;c. r. bingham
c. r. sun;e. n. tsyganov
g. a. shields;a.  sternberg
j. m. römer;g.  gaul
michael  kotlarchyk;s. t. chen
karol  jankowski;d.  rutkowska
c. r. garibotti;wolfgang  meckbach
robert c. allen;c. r. sun
c.  vaucamps;sow hsin chen
grzegorz  lapicki;j. l. duggan
s. m. peltier;a. r. plastino
h.  ishizuka;s.  miyoshi
d.  litchinsky;w.  glaser
theodor w. hänsch;l. a bloomfield
walter i. goldburg;a. anil kumar
takasi  endo;masakazu  kunitomo
r. w. hamm;kenneth b. butterfield
d.  lamey;c. c. huang
l. h. toburen;t. v. goffe
i. b. goldberg;r. h. pratt
franco  wanderlingh;francesco  mallamace
d. t. attwood;j. t. larsen
r. w. emmons;sung ho suck
j. c. white;d. j. henderson
b. j. matkowsky;eshel  ben-jacob
y. f. hsieh;steven j. smith
j. n. leboeuf;john m. dawson
w. e. kauppila;victor  pol
s. w. jensen;sandor  trajmar
scott j. shenker;albert b. zisook
thomas m. miller;gregory a. parker
fernande  vedel;michel  vedel
geoffrey i. opat;michael a. horne
manuel a. huerta;jeronimo f. magnan
zeev  vager;d. h. schneider
eugen  holzschuh;j. f. sellschop
vojislav  radojević;n. a. cherepkov
paul  manneville;j. m. piquemal
p. k. malhotra;mahendra singh sodha
e. a. watson;michael s. feld
vojislav  radojević;dragomir m. davidović
h. w. roser;a.  bagheri
stephen h. southworth;dennis w. lindle
k. p. leung;s. r. hartmann
mahmoud a. hasan;g. o. williams
francesco  mallamace;franco  wanderlingh
b.  liberman;r. s. schneider
g. a. murray;m.  mayo
t. w. atwater;maria  dworzecka
j. e. gastineau;mark h. phillips
f.  gounand;józef  szudy
y. f. hsieh;t. s. stein
t. e. toohig;i. jong kim
william a. hamilton;geoffrey i. opat
y. f. hsieh;k. r. hoffman
c.  wetzel;dieter  quitmann
r.  fabbro;f.  amiranoff
jayanta k. bhattacharjee;e. a. clerke
mario  bertolotti;a.  luks̆
e.  schachinger;e.  ledinegg
donald r. beck;r. d. mathews
marlan o. scully;hazim  al-abawi
i. c. khoo;v. y. so
haruo  honjo;masakazu  yamazaki
paul s. julienne;frederick h. mies
g.  basavaraju;p. p. kane
raymond  kapral;mark  schell
walter m. gibson;t. s. nigmanov
jack b. swift;henry s. greenside
claude  deutsch;bernard  held
r. k. sharma;g. p. gupta
a.  mattheus;j.  witt
pierre  chevallier;paul  indelicato
c. a. ratcliffe;m. eugene rudd
john c. wheeler;rolfe g. petschek
d. c. gregory;philip l. pepmiller
t. s. stein;y. f. hsieh
a. g. de pinho;e. c. montenegro
p.  grafström;jiang  zhan-kui
hidekazu  takagi;yukikazu  itikawa
sow hsin chen;r. r. parker
n. j. halas;s. n.  liu
david i. rosen;guy m. weyl
